Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
International Assistance Programs,United States International Development Finance Corporation,Program Account,Guaranteed Loan Investment Funds,2015,-7.92,-9.13,1.17,-2.38,111,-2011,-1958,171100,87845
International Assistance Programs,United States International Development Finance Corporation,Program Account,Guaranteed Loan Investment Funds,2016,-9.68,14.61,0.41,23.88,25257,119632,96440,303950,258697
International Assistance Programs,United States International Development Finance Corporation,Program Account,Guaranteed Loan Investment Funds,2017,-0.75,-0.08,0.01,0.66,-641,-911,-875,18000,14100
International Assistance Programs,United States International Development Finance Corporation,Program Account,Guaranteed Loan Investment Funds,2018,-7.98,-6.22,0.44,1.32,3361,3995,3362,78000,78000
International Assistance Programs,United States International Development Finance Corporation,Program Account,Guaranteed Loan Investment Funds,2019,-11.91,-9.68,-0.03,2.26,-7258,1119,1238,114000,114000
International Assistance Programs,United States International Development Finance Corporation,Program Account,Non-Honoring of Sovereign Guarantees,2005,-0.35,-5.56,0.23,-5.44,-188,-35087,-30269,532796,29706
International Assistance Programs,United States International Development Finance Corporation,Program Account,NIS Guaranteed Loans,2003,-5.95,39.34,0.18,45.12,,68908,43179,100000,37721
International Assistance Programs,United States International Development Finance Corporation,Program Account,NIS Guaranteed Loans,2008,0.76,5.58,0.09,4.74,,1244,899,22340,
International Assistance Programs,United States International Development Finance Corporation,Program Account,NIS Guaranteed Loans,2013,6.4,2.79,0.01,-3.62,9,-1611,-1521,27272,
International Assistance Programs,United States International Development Finance Corporation,Program Account,Limited Arbitral Award Coverage,2017,-6.03,-4.16,,1.87,-5439,4790,2842,236693,185173
International Assistance Programs,United States International Development Finance Corporation,Program Account,Loan Guarantees in Foreign Currencies,2022,-1.89,-2.01,,-0.13,-1075,-439,-401,234000,233462
International Assistance Programs,United States International Development Finance Corporation,Program Account,Loan Guarantees in Foreign Currencies,2023,2.21,2.43,,0.22,-493,-493,-62,382698,358718
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1992,15.51,-6.45,-5.56,-16.4,805,-16575,-10569,53000,4541
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1993,20.85,1.53,-7.69,-11.63,65,-17592,-15140,94000,14526
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1994,8.48,-1.23,-2.88,-6.83,-1004,-18591,-12548,153750,14081
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1995,13.58,6,-1.14,-6.44,427,501,-8804,138000,16866
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1996,5.04,-4.38,0.8,-10.22,-1077,-11879,-6373,76450,13609
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1997,7.5,-6.55,1.39,-15.44,-640,-9629,-4955,39000,7049
International Assistance Programs,United States International Development Finance Corporation,Urban and Environmental Credit,DFC Urban and Environmental Loan Guarantees,1998,24.67,69.92,31.57,13.68,349,10818,4276,10000,9273
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,1998,5.47,(2),,,,,,502434,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,1999,4.26,32.12,0.28,27.58,970,74711,87221,869610,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2000,6.47,3.11,-1.29,-2.07,-5570,-71702,-25278,797809,39656
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2001,4.6,-0.25,0.65,-5.5,-2210,-56307,-25851,690771,55112
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2003,6.2,(2),,,,,,305356,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2009,4.83,-5.86,1.72,-12.41,-13464,-54641,-34538,310029,17233
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2010,6.21,-4.78,,-10.99,-67,-3347,-2110,22544,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2011,8.16,22.01,1.07,12.78,-822,102660,94385,593976,174336
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2014,9.53,-4.1,-0.45,-13.18,-6087,-49926,-39091,317500,209550
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2015,6.09,7.95,-3.74,5.6,-306,365,211,12000,6900
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (Title XI),Federal Ship Financing Loan Guarantees,2017,9.78,18.91,0.32,8.81,62883,43549,37363,397020,298321
Department of the Treasury,Departmental Offices,"Troubled Asset Relief Program, Housing Programs",FHA Refi Letter of Credit,2011,1.26,0.02,-0.09,-1.15,,-967,-958,73075,
Department of the Treasury,Departmental Offices,"Troubled Asset Relief Program, Housing Programs",FHA Refi Letter of Credit,2012,4,0.01,-0.37,-3.62,,-9646,-9641,233131,
Department of the Treasury,Departmental Offices,"Troubled Asset Relief Program, Housing Programs",FHA Refi Letter of Credit,2013,2.48,0.01,-0.89,-1.58,,-4690,-4688,183211,
Department of the Treasury,Departmental Offices,"Troubled Asset Relief Program, Housing Programs",FHA Refi Letter of Credit,2015,1.64,-0.47,-0.48,-1.63,,-2715,-2686,122023,
Department of the Treasury,Departmental Offices,"Troubled Asset Relief Program, Housing Programs",FHA Refi Letter of Credit,2017,0.8,-0.46,-0.05,-1.21,,-117,-115,8558,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1992,2.19,1.66,0.21,-0.74,18,-60175,-91884,26473457,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1993,2.33,0.03,(3),-2.3,-25,-1181022,-769524,44040055,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1994,1.36,-0.3,-0.02,-1.64,2793,-1123611,-709673,44630046,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1995,1.18,-0.51,-0.21,-1.48,7357,-609794,-371132,24514642,6363
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1996,1.56,-0.47,0.16,-2.19,10015,-884053,-595781,32082686,22825
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1997,0.74,-0.88,-0.3,-1.32,7156,-664223,-403404,27191137,34279
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1998,0.49,-0.41,0.01,-0.91,9756,-605168,-363685,44709106,106847
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,1999,0.45,-0.21,-0.03,-0.63,14583,-427308,-286686,47235321,160034
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2000,0.68,-1.05,-0.05,-1.68,13138,-495277,-352889,21799649,47663
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2001,0.29,-0.51,0.01,-0.81,11199,-403797,-253036,34064438,139574
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2002,0.39,-0.62,0.05,-1.06,8209,-475349,-371290,38871184,252501
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2003,0.81,0.11,0.19,-0.89,-8717,-488230,-446791,66656165,941805
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2004,0.5,0.41,-0.05,-0.04,-1759,14070,-28465,35693154,790442
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2005,-0.32,1.49,0.03,1.78,-2609,609437,435036,24135638,604321
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2006,-0.32,1.82,(3),2.14,995,676354,506880,23922505,460326
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2007,-0.36,2.01,0.03,2.34,-2935,757449,591577,25109088,472151
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2008,-0.37,1.42,0.08,1.71,-21927,778366,673725,37568735,627152
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2009,-0.66,1.02,0.11,1.57,-46236,1237751,1166941,69821793,1694155
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2010,-0.17,0.19,-0.01,0.37,-25543,266758,263556,65894530,2092266
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2011,-0.31,-0.17,0.1,0.04,-15500,95152,137239,75214249,3265237
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2012,-0.13,-0.24,0.02,-0.13,-20812,-150620,-77786,124092024,10841668
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2013,-0.1,-0.47,0.07,-0.44,-39347,-521411,-424344,137607669,17177924
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2014,-0.02,-0.87,-0.02,-0.83,870,-852756,-763146,102687643,7985511
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2015,0.27,-0.77,0.06,-1.1,-51418,-1571640,-1446554,154650690,15978113
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2016,0.25,-0.78,0.09,-1.12,-130526,-1789507,-1674887,181786473,24565942
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2017,0.51,-0.87,0.07,-1.45,-130649,-2272445,-2154026,174746228,25627999
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2018,0.27,-0.97,-0.01,-1.23,-87990,-1637297,-1567635,153865973,17156569
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2019,0.07,-0.82,0.02,-0.91,-230503,-1315508,-1256223,187409206,23780520
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2020,-0.3,-0.47,0.15,-0.32,-1003980,-140430,-86642,362210312,130913380
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2021,-0.5,-0.45,0.04,0.01,-1419284,759742,790618,422797982,298151289
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2022,-0.08,-0.61,-0.05,-0.49,-419383,-670384,-654752,238090971,203046178
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2023,0.08,-0.29,-0.07,-0.3,249032,133537,103805,139444470,115686502
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Housing Guaranteed Loans,2024,-0.03,0.06,-0.03,0.12,635446,635446,605005,155490393,138166880
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1992,0,1.49,(3),1.49,185,23803,18400,1234037,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1993,0,3.5,(3),3.5,351,82209,55429,1591309,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1994,0,5.87,(3),5.87,438,115668,83066,1407246,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1995,0,5.04,(3),5.04,148,96787,67929,1351043,934
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1996,0,5.11,(3),5.11,8,72846,64425,1262970,3643
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1997,0,1.16,(3),1.16,46,4760,10922,979856,2901
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1998,0,-0.46,(3),-0.46,30,-18755,-4615,1127250,5917
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,1999,5.69,1.89,(3),-3.8,240,-47295,-35224,967977,7909
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,2000,5.45,2.05,-0.08,-3.32,-337,-66218,-47947,1487972,13413
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,2001,5.21,-0.09,0.02,-5.32,-117,-50140,-41797,808091,9761
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,2002,5.05,0.33,0.28,-5,-203,-45981,-44733,967494,19994
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,2003,5.06,-0.42,0.3,-5.78,-107,-15511,-15136,282669,7536
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,2004,5.65,2.85,0.11,-2.91,-67,-5544,-8026,297104,9113
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Guaranteed Loan Sale Securities--Vendee,2008,2.14,6.87,0.2,4.53,-37,11609,9184,192616,15982
