Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,1997,3.09,10.66,4.42,3.15,1080518,2521568,770199,11127845,585274
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,1998,1.7,9.65,3.97,3.98,1227163,2635779,800932,12515172,705543
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,1999,-2.11,11.33,8.12,5.32,2302065,4879891,2068692,17778845,1131626
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2000,-8.96,16,19.95,5.01,1761589,6007943,3472201,15995721,1789025
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2001,-4.46,13.86,11.71,6.61,1347158,4932705,2721062,18096861,2374244
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2002,-3.88,13.7,8.11,9.47,1163951,4248590,2687560,20019898,2574763
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2003,-1.46,11.04,2.89,9.61,441015,2490564,1293275,18421515,2534580
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2004,-0.62,15.18,4.16,11.64,1115612,2882356,2032168,20161330,3016206
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2005,3.47,16.53,0.34,12.72,1594239,3199174,1757100,28334647,4679347
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2006,5.12,13.63,-2.69,11.2,552798,1511386,170717,31560305,6309891
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2007,1.48,18.5,-2.63,19.65,158708,2508122,1333719,16014618,5302453
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2008,-0.8,19.93,-4.99,25.72,142476,4346891,3073495,23716861,8557363
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2009,-14.96,11.1,2.95,23.11,214721,7027159,4676551,41427241,16454082
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2010,-7.66,14.95,-6.32,28.93,1343002,14366012,9377825,97907511,40061160
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2011,-13.91,15.32,-3.64,32.87,2592376,28165113,20281109,133909507,61476985
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2012,-16.49,9.54,-9.02,35.05,1797618,21978487,16111870,140624123,69050374
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2013,-19.73,19.11,1.68,37.16,2077587,36346727,31151422,129179945,71759472
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2014,-15.14,23.48,3.57,35.05,1601617,34097665,30383866,133844768,79050487
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2015,-2.67,20.6,-7.33,30.6,341697,12990172,9367702,141908034,91523652
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2016,-5.5,22.91,-9.91,38.32,-761327,20670007,17284659,139868490,97121381
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2017,-0.33,26.83,-6.8,33.96,116500,17215129,15168130,141813684,101274562
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2018,-0.33,28.07,-2.64,31.04,762649,19079682,17531617,133109880,96558713
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2019,-1.15,25.7,-3.18,30.03,106265,13939971,12552167,131401987,99314230
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2020,5.3,19.83,-20.51,35.04,-198078,-202364,-2362610,115396557,91885140
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2021,0.34,18.84,-2.19,20.69,-762962,7928684,7407885,106116080,89185112
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2022,6.34,24.83,,18.49,-7516782,2509953,8280179,119597672,98824283
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2023,15.01,27.67,,12.66,9276370,8817259,8299405,125300424,110029137
Department of Education,Office of Federal Student Aid,Federal Direct Student Loan,Federal Direct Student Loans,2024,26.69,28.36,,1.67,-1181125,-1181125,-1134388,124235480,115080476
Department of Education,Office of Federal Student Aid,Federal Family Education Loan,Direct Participation Agreement Reestimates,2008,1.54,7.21,-9.26,14.93,-122710,806690,255042,18000976,4242132
Department of Education,Office of Federal Student Aid,Federal Family Education Loan,Direct Participation Agreement Reestimates,2009,0.88,6.27,-11.29,16.68,-190625,5190454,2957036,38820367,10586128
Department of Education,Office of Federal Student Aid,Federal Family Education Loan,Direct Participation Agreement Reestimates,2010,-4.1,16.27,-5.58,25.95,142520,2387413,1398238,12989955,5493024
Department of Education,Office of Federal Student Aid,Federal Family Education Loan,Direct Standard Put Reestimates,2008,-3.84,5.11,-11.61,20.56,-207419,558280,-148092,9240321,2291116
Department of Education,Office of Federal Student Aid,Federal Family Education Loan,Direct Standard Put Reestimates,2009,-15.13,9.92,6.65,18.39,-185731,4783423,3267731,23873907,6566732
Department of Education,Office of Federal Student Aid,Federal Family Education Loan,Direct Standard Put Reestimates,2010,-7.76,17.05,-2.94,27.75,94534,1778503,1249583,6859750,2710484
Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan,Advanced Vehicle Manufacturing Loans,2009,38.28,(2),,,,,,7231342,
Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan,Advanced Vehicle Manufacturing Loans,2011,22.93,(2),,,,,,49485,
Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan,Advanced Vehicle Manufacturing Loans,2022,5.22,-7.5,0.43,-13.15,-118358,-280209,-273386,1898000,1902065
Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan,Advanced Vehicle Manufacturing Loans,2023,9.56,-3.82,,-13.38,-9478,-9478,-9422,73082,73717
Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan,Advanced Vehicle Manufacturing Loans,2024,8.54,(4),,,,,,,
Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,Section 1703 FFB Loans,2014,-4.2,-8.36,1.83,-5.99,-24932,-247459,-239161,6184007,5843490
Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,Section 1703 FFB Loans,2015,-1.24,-6.77,-19.45,13.92,-8615,-72558,-88989,1691237,1679855
Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,Section 1703 FFB Loans,2019,-2.85,-1.12,-12.45,14.18,-9998,81792,52923,3702619,3348480
Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,Section 1703 FFB Loans,2022,-3.67,-43.19,,-39.52,-80981,-176625,-169678,406718,426581
Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,Section 1705 FFB Loans,2009,7.57,97.45,-0.34,90.22,-1207,488770,461470,527809,
Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,Section 1705 FFB Loans,2011,14.98,6.99,-9.77,1.78,-33198,-770343,-755898,8389917,3850663
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan Program Contingency Fund,Startup Loans,2013,37.66,13.17,-1.84,-22.65,33,-2031,-1664,6836,2586
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan Program Contingency Fund,Startup Loans,2014,35.66,57.53,1.24,20.63,6695,7922,7361,36460,24224
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan Program Contingency Fund,Solvency Loans,2014,42.08,79.62,4.21,33.33,-1348,135059,128310,356129,346751
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan Program Contingency Fund,Solvency Loans,2015,48.22,82.68,-6.12,40.58,-825,30027,29865,87668,80195
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan,Startup Loans,2012,37.51,41,-3.94,7.43,23711,11980,11621,279176,134814
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan,Startup Loans,2013,37.66,25.35,-1.84,-10.47,327,-5417,-4572,37359,37359
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan,Solvency  Loans,2012,43.99,82.14,-4.93,43.08,48776,545778,493832,1392521,1296289
Department of Health and Human Services,Centers for Medicare and Medicaid Services,Consumer Operated and Oriented Plan,Solvency  Loans,2013,41.9,87.67,-4.7,50.47,436,121373,112182,254646,254646
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2017,91.03,91.03,,,,,,2484,
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2018,90.33,100,,9.67,24,-524,-524,10115,
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2019,90.71,100,,9.29,309,-207,-230,3567,
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2020,74.61,97.39,,22.78,1205,9708,8936,67903,6820
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2021,80.39,100.1,,19.71,2903,10635,10187,147394,28981
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2022,77.74,84.64,,6.9,-334,806,800,11613,11613
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2023,78.94,84.15,,5.21,-43,514,504,5349,5349
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Community Disaster Loan Program,2024,91.22,100.04,,8.82,2529,2529,2437,28166,28166
Department of Homeland Security,Federal Emergency Management Agency,Disaster Assistance Direct Loan,Special Community Disaster Loans,2018,98.89,99.03,,0.14,217,-12115,-12245,585256,4472
Department of Housing and Urban Development,Housing Programs,"Green Retrofit Program for Multifamily Housing, Recovery Act",Energy Retrofit Loans,2010,82.3,29.57,6.24,-58.97,-4358,-69188,-42906,83265,18666
Department of Housing and Urban Development,Housing Programs,Emergency Homeowners' Relief Fund,Emergency Homeowners' Relief,2011,97.72,83.73,(3),-13.99,-3404,-11545,-9612,92272,
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2015,-10.83,-19.11,-8.66,0.38,-3816,-26813,-9033,105811,93671
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2016,-10.91,-2.53,,8.38,-52287,-59691,54097,650519,584166
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2017,-11.91,-2.28,-4.63,14.26,-54512,-85557,131689,898595,833189
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2018,-8.18,-4.45,,3.73,-35635,-119817,22651,584590,546211
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2019,-14.38,-4.99,,9.39,-28013,-35030,59954,550856,520612
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2022,-9.23,-29.55,,-20.32,-24895,-48401,-34429,178918,176487
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2023,-8.13,-16.8,18.23,-26.9,52896,-7715,-4095,47375,46992
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,FFB Risk Sharing,2024,-7.83,-31.8,,-23.97,-119132,-119132,-115390,377727,377702
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,1995,69.55,64.19,-2.59,-2.77,11,-124,312,3225,1272
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,1996,54.2,62.85,6.93,1.72,16,-104,111,6574,2511
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,1997,54.84,55.55,9.95,-9.24,25,963,1187,7188,2909
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,1998,50.63,45.06,0.01,-5.58,23,549,256,6816,2884
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,1999,44.31,40.21,8.78,-12.87,31,756,99,9129,3898
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,2000,48.31,41.56,-2.64,-4.11,41,2151,1520,11795,4898
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,2001,41.37,31.04,3.32,-13.65,19,517,19,5670,2446
Department of the Interior,Bureau of Reclamation,Bureau of Reclamation Loan,Reclamation Loans,2002,37.8,25.68,-2.15,-9.97,15,76,-219,4317,1875
Department of the Interior,Bureau of Indian Affairs,Indian Guaranteed Loan,Indian Direct Loans,1992,19.3,61.55,(3),42.25,-34,799,6118,11223,215
Department of the Interior,Bureau of Indian Affairs,Indian Guaranteed Loan,Indian Direct Loans,1993,19.8,11.32,(3),-8.48,2,-1521,1418,11230,
Department of the Interior,Bureau of Indian Affairs,Indian Guaranteed Loan,Indian Direct Loans,1994,22.81,44.2,(3),21.39,1,4585,5317,10873,
Department of the Interior,Insular Affairs,Assistance to Territories,American Samoa Tobacco Loan,2001,15.58,-4.97,8.73,-29.28,-177,-7428,-3281,18600,6974
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2004,71,6.97,(3),-64.03,-67,-7379,-4427,10040,
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2005,69.73,37.77,0.18,-32.14,-20,-501,-234,967,35
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2006,64.99,9.53,0.39,-55.85,-26,-958,-600,937,43
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2007,60.14,9.44,-0.06,-50.65,-32,-800,-602,909,61
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2008,60.22,-35.96,-1.41,-94.77,-50,-1257,-1089,786,56
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2009,59.77,19.3,-1.95,-38.52,-53,-1011,-769,1506,166
Department of State,Administration of Foreign Affairs,Repatriation Loans:,Repatriation Loans,2010,58.05,12,-0.31,-45.74,-55,-960,-958,1789,95
